City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
488,Falan,CO,79.75,broken clouds,5.1156,-74.9489,Finca Agroturística VillaMARÍA
489,Katherine,AU,82.72,broken clouds,-14.4667,132.2667,Pine Tree Motel
490,Caucasia,CO,83.93,broken clouds,7.9865,-75.1935,Hotel San Rafael
494,Passos,BR,82.44,scattered clouds,-20.7189,-46.6097,Hostel da Moda
496,Rio Cuarto,AR,83.97,scattered clouds,-33.1307,-64.3499,Grand Hotel Río Cuarto
499,San Pedro,PH,79.83,few clouds,14.35,121.0167,Villa Veronica Resort Private Pool
501,Ilhabela,BR,81.1,clear sky,-23.7781,-45.3581,Ilha Flat Hotel
509,Daru,PG,79.93,overcast clouds,-9.0763,143.2092,Daru Lodge
510,Banda Aceh,ID,78.98,light rain,5.5577,95.3222,Sulthan Hotel International
512,Ouidah,BJ,84.02,scattered clouds,6.3631,2.0851,Djegba Hotel
514,Cabedelo,BR,88.47,broken clouds,-6.9811,-34.8339,Hotel Pigalle
519,Ambon,ID,81.27,overcast clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
520,Sumbe,AO,78.69,light rain,-11.2061,13.8437,Hotel Ritz Sumbe
521,Guiratinga,BR,86.38,overcast clouds,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
525,Jacqueville,CI,85.91,few clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
527,Harper,LR,83.37,scattered clouds,4.375,-7.7169,Screensaver
533,Gambela,ET,82.33,scattered clouds,8.25,34.5833,Solomon Debebe Hotel
535,Ambanja,MG,77.68,moderate rain,-13.6833,48.45,Hotel Salama and Fast Food
540,Matara,LK,76.95,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
543,Vanimo,PG,77.83,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
544,Lazaro Cardenas,MX,80.83,clear sky,17.9583,-102.2,quinta antigua
549,Rio Grande,BR,78.91,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
558,Sao Joao Da Barra,BR,78.89,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
561,Moron,AR,78.69,clear sky,-34.6534,-58.6198,Hotel Morón
562,Asyut,EG,75.0,clear sky,27.181,31.1837,Florence Hotel Assiut
564,Poum,NC,79.05,clear sky,-20.2333,164.0167,Gîte kajeon
566,San Policarpo,PH,81.54,broken clouds,12.1791,125.5072,Agapita M. Nicart
570,Vallenar,CL,79.14,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
572,Pasni,PK,78.6,clear sky,25.2631,63.471,Kashmiri Hotal
577,Santa Cruz,BO,86.05,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
578,Ilebo,CD,81.93,broken clouds,-4.3167,20.5833,Hôtel BUMAK
581,Ipixuna,BR,89.55,scattered clouds,-1.7625,-48.8043,Casa da Oscarina
583,Nampula,MZ,78.75,few clouds,-15.1165,39.2666,BUTIK Hotel
585,Santa Maria,BR,78.96,overcast clouds,-29.6842,-53.8069,Hotel Morotin
587,Moerai,PF,77.29,broken clouds,-22.4333,-151.3333,Le Manotel
588,Jacareacanga,BR,82.42,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
591,Bathsheba,BB,86.61,scattered clouds,13.2167,-59.5167,Atlantis Hotel
599,Sassandra,CI,83.61,scattered clouds,4.95,-6.0833,la terrasse
605,Sao Felix Do Xingu,BR,81.81,broken clouds,-6.6447,-51.995,Rio Xingu Camping
609,Bull Savanna,JM,79.9,overcast clouds,17.8868,-77.5902,Big Red's
610,Sinnamary,GF,85.14,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
618,Dingle,PH,76.24,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
620,Lamu,KE,82.62,light rain,-2.2717,40.902,Lamu House
623,Road Town,VG,86.09,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
628,Fare,PF,81.01,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
630,Maragogi,BR,84.56,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
632,Keti Bandar,PK,76.8,broken clouds,24.1447,67.4497,Haji laloo memon house
634,Tahta,EG,75.9,few clouds,26.7693,31.5021,مصطفي عساف
649,Kupang,ID,80.31,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
655,Osmena,PH,82.67,overcast clouds,10.5208,119.9258,Arjemarkyza Lodge
657,Lufilufi,WS,81.1,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
660,Hobyo,SO,80.94,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
661,Grand Gaube,MU,79.2,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
669,Kalmunai,LK,79.74,moderate rain,7.4167,81.8167,VS Villa
670,Am Timan,TD,86.5,clear sky,11.0297,20.2827,Palais du chef Canton Salamt
678,Mana,GF,85.69,broken clouds,5.6592,-53.7767,LE SAMANA
682,Nizwa,OM,76.66,few clouds,22.9333,57.5333,Orient Apartments
693,Kloulklubed,PW,77.5,scattered clouds,7.0419,134.2556,Storyboard Beach Resort
694,Tabou,CI,83.37,scattered clouds,4.423,-7.3528,hotêl doufoulougou
700,Caibarien,CU,78.12,scattered clouds,22.5206,-79.4669,La Nena
704,Atar,MR,86.45,broken clouds,20.5169,-13.0499,Oumou Elghoura
706,Luganville,VU,78.21,scattered clouds,-15.5333,167.1667,The Espiritu Hotel
716,Ibra,OM,76.26,clear sky,22.6906,58.5334,مزرعة راحة النفوس المنزفة
726,Taboc,PH,80.82,overcast clouds,8.8783,124.7975,P Farm and Beach
735,Marsa Matruh,EG,75.4,clear sky,31.3525,27.2453,Beau Site
738,Nicoya,CR,85.55,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
742,Dhidhdhoo,MV,79.95,overcast clouds,6.8833,73.1,Dhidhoo beach
745,Kutoarjo,ID,76.1,overcast clouds,-7.7169,109.9128,Massagus Hotel
751,Timbiqui,CO,81.5,overcast clouds,2.7717,-77.6654,hotel diana
764,Ransang,PH,79.0,overcast clouds,8.9603,117.5828,Black and Crystal Sand Campsite
770,Kaohsiung,TW,75.15,light intensity drizzle,22.6163,120.3133,御宿商旅-中山館
771,Kasaragod,IN,81.66,overcast clouds,12.5,75.0,Thalathoor Heritage
777,Bani,DO,85.44,scattered clouds,18.2833,-70.3333,Hospedaje Henriquez
779,Antalaha,MG,77.72,scattered clouds,-14.9003,50.2788,Hotel Vitasoa
781,Tuy Hoa,VN,76.21,heavy intensity rain,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
784,Tubli,PH,79.09,overcast clouds,13.9318,124.1478,Maui Beach
786,Martaban,MM,77.61,few clouds,16.5314,97.6111,Lu Wa Gyi Guest House
790,Alto Araguaia,BR,84.78,overcast clouds,-17.3147,-53.2153,Araguaia Palace Hotel
792,Barra Do Garcas,BR,89.8,broken clouds,-15.89,-52.2567,Hotel Pousada Tropical
798,Daloa,CI,88.02,broken clouds,6.8774,-6.4502,Imans Hotel Daloa
801,Cap Malheureux,MU,79.29,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
803,Roebourne,AU,85.6,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
804,Cordoba,AR,85.05,light rain,-31.4135,-64.1811,Hotel Sussex
807,Pimentel,PE,75.49,few clouds,-6.8367,-79.9342,Casona Del Muelle
808,Bambanglipuro,ID,77.34,light rain,-7.95,110.2833,Puri Brata
811,Bandundu,CD,82.06,scattered clouds,-3.3167,17.3667,Coja Color
814,Le Port,RE,78.76,light rain,-20.9373,55.2919,KORBEY D'OR OUEST
819,Mathathane,BW,78.62,clear sky,-22.2687,28.7495,Selepswe Resort
820,Isla Aguada,MX,78.84,overcast clouds,18.7833,-91.4667,Freedom Shores
825,Sur,OM,76.01,few clouds,22.5667,59.5289,Sur Plaza Hotel
826,Kovur,IN,76.8,heavy intensity rain,14.4833,79.9833,Hotel Yesh Park
829,Porto Novo,BJ,85.68,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
834,La Asuncion,VE,87.53,broken clouds,11.0333,-63.8628,Colinas de Matasiete
839,Pandan,PH,79.41,overcast clouds,14.0453,124.1694,Bonifacio Lodge
841,Vila Do Maio,CV,83.19,clear sky,15.1333,-23.2167,Hotel Marilu
844,Muli,MV,82.31,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
851,Puerto Escondido,MX,83.95,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
854,Jalu,LY,75.43,scattered clouds,29.0331,21.5482,صاحبة الفخامة
855,Labuhan,ID,78.89,light rain,-6.8844,112.2051,PT PPI Lamongan Tambak C
860,Oistins,BB,86.09,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
864,Male,MV,82.35,broken clouds,4.1748,73.5089,Hotel Octave Maldives
878,Humaita,BR,85.19,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
881,Altamira,BR,89.69,broken clouds,-3.2033,-52.2064,Requinte Hotel
884,Eusebio Ayala,PY,85.42,clear sky,-25.4,-56.9667,Posada Barrereña
886,Kanniyakumari,IN,78.93,moderate rain,8.0833,77.5667,Sparsa
887,High Rock,BS,75.22,few clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
888,Vaghodia,IN,76.86,overcast clouds,22.3,73.3833,Reeca infrastructure Pvt ltd work
891,Tevaitoa,PF,80.65,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
893,Porto Nacional,BR,89.6,few clouds,-10.7081,-48.4172,Vila Real Hotel
897,Kulhudhuffushi,MV,79.74,overcast clouds,6.6221,73.07,Haajy Guest House 1
904,Veraval,IN,77.65,clear sky,20.9,70.3667,Lords Inn Somnath
907,Marilia,BR,87.58,clear sky,-22.2139,-49.9458,Hotel Tenda
908,Bairiki,KI,82.4,broken clouds,1.3292,172.9752,Tarawa Boutique Hotel
909,Canutama,BR,83.41,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
918,Malakal,SS,87.13,few clouds,9.5334,31.6605,Nile Palace Hotel
921,Phatthalung,TH,76.48,overcast clouds,7.5,100.0833,Ozone Resort & Pool Villa
924,Riacho De Santana,BR,87.91,moderate rain,-13.6092,-42.9389,Apartamento de Kaio.
928,Yenagoa,NG,84.56,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
932,Roura,GF,87.71,scattered clouds,4.7263,-52.3274,Amazonie Découverte SARL
935,Tubuala,PA,82.51,overcast clouds,9.5167,-79.0333,Río Nabagana
936,Batasan,PH,81.36,broken clouds,12.7667,120.7833,CORDERO Beach Resort
944,Mitsamiouli,KM,77.29,light rain,-11.3847,43.2844,Foyer ADM
951,Omboue,GA,80.53,light rain,-1.5746,9.2618,Hotel Olako
959,Tres Arroyos,AR,76.21,moderate rain,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
960,Brokopondo,SR,86.63,broken clouds,4.75,-55.1667,Matu Island
961,Benguela,AO,78.48,few clouds,-12.5763,13.4055,Hotel Praia Morena
965,San Rafael,AR,77.74,light rain,-34.6177,-68.3301,Hotel San Rafael
969,Garissa,KE,86.04,overcast clouds,-0.4536,39.6401,Sharif Plaza Hotel
970,Sao Joao Da Ponte,BR,85.87,scattered clouds,-15.9292,-44.0078,Hotel da Cidade
975,Quelimane,MZ,78.75,scattered clouds,-17.8786,36.8883,Hotel Flamingo
977,Sarangani,PH,83.19,overcast clouds,5.4033,125.4636,Ballistic Islet
980,Les Cayes,HT,84.43,overcast clouds,18.2,-73.75,Villa Orphee
982,Batticaloa,LK,79.23,light rain,7.7102,81.6924,Grand Star Guest House
985,Cayenne,GF,87.84,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
989,Iralaya,HN,86.09,overcast clouds,15.0,-83.2333,Iglesia morava renovada
996,Vilhena,BR,79.02,scattered clouds,-12.7406,-60.1458,Hotel Mirage
998,Soyo,AO,77.05,light rain,-6.1349,12.3689,Hotel Mpampa
1002,Siparia,TT,78.66,overcast clouds,10.1333,-61.5,Brook Gardens
1003,The Valley,AI,85.86,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
1007,Waddan,LY,77.79,broken clouds,29.1614,16.139,محل الشريف محمد العايب
1008,Hoctun,MX,80.56,few clouds,20.8667,-89.2,Hacienda San Jose Poniente
1009,Pinhao,BR,79.18,scattered clouds,-25.6956,-51.6597,Pinhão Park Hotel
1016,Sucua,EC,84.94,light rain,-2.4667,-78.1667,Hotel Orellana
1018,Rock Sound,BS,75.34,broken clouds,24.9,-76.2,Rock Sound Club
1019,Baillif,GP,83.7,scattered clouds,16.0202,-61.7463,Hôtel Saint-Georges
1023,Cartagena,CO,83.82,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
1031,Kinshasa,CD,82.78,moderate rain,-4.3246,15.3215,Flat Hotel Alhdeef
1033,Yeppoon,AU,76.78,clear sky,-23.1333,150.7333,Villa Mar Colina
1036,Nhulunbuy,AU,79.41,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
1045,Acarau,BR,89.44,broken clouds,-2.8856,-40.12,castelo pizzaria
1052,Barahan,PH,79.99,broken clouds,13.0121,120.762,Grand Creek Hotel and Resort
1053,Bireun,ID,78.19,overcast clouds,5.203,96.7009,Rumah Bp.AR. ISMAIL
1054,Sao Sebastiao,BR,80.49,clear sky,-23.76,-45.4097,Hotel Recanto dos Pássaros
1058,Salvador,SV,79.2,overcast clouds,13.8333,-88.9167,Chico's Ranch
1059,Catuday,PH,78.69,overcast clouds,16.2923,119.8062,Benjie's Kubo & Cottages
1063,Tapes,BR,75.27,broken clouds,-30.6733,-51.3958,Cabanas Camping Union
1064,Dumai,ID,75.06,broken clouds,1.6833,101.45,Grand Zuri Dumai
1066,Puerto Colombia,CO,84.29,broken clouds,10.9878,-74.9547,Hotel El Emigrante
1068,Kerema,PG,78.91,overcast clouds,-7.9631,145.7785,Frena Lodge
1069,Abu Zabad,SD,83.03,clear sky,12.35,29.25,حامد محمد نور
1077,Calderitas,MX,78.91,clear sky,18.55,-88.25,Hotel Hacienda Campestre
1078,Tomatlan,MX,83.71,broken clouds,19.9333,-105.25,El Salvial
1080,Ewo,CG,79.23,broken clouds,-0.8725,14.8206,Residence Elonda Ewo
1082,Pochutla,MX,87.21,clear sky,15.7432,-96.4661,Hotel Posada San Jose
1084,Alta Floresta,BR,87.03,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
1085,Yumbing,PH,81.34,overcast clouds,9.2393,124.6578,Medano Island Resort
1086,Buluang,PH,76.48,heavy intensity rain,13.3068,123.3425,Enon Beach Resort
1087,Chateaubelair,VC,86.61,scattered clouds,13.2833,-61.25,Richmond Vale Diving & Hiking Center
1090,Olinda,BR,87.53,few clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
1092,Gibara,CU,83.52,scattered clouds,21.1097,-76.1317,Sol y Mar
1099,Bubaque,GW,83.82,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
1110,Garowe,SO,79.56,light rain,8.4054,48.4845,Curubo Hotel
1112,San Andres,CO,81.93,overcast clouds,12.5847,-81.7006,Hotel Arena Blanca
1117,Biak,ID,77.56,overcast clouds,-0.9131,122.8766,Penginapan Kim
1118,Cozumel,MX,82.47,scattered clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
1121,Lucea,JM,84.06,overcast clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
1123,Pangai,TO,81.27,overcast clouds,-19.8,-174.35,Ha'apai Beach Resort
1124,Bhanvad,IN,76.77,clear sky,21.9264,69.7736,Mahalaxmi farshan
1131,Esna,EG,75.22,few clouds,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
1135,Baracoa,CU,80.91,scattered clouds,20.3467,-74.4958,Hostal Rio Miel
1142,Juba,SS,75.6,light rain,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
1149,Pemangkat,ID,79.21,overcast clouds,1.1667,108.9667,Ramah Kost KITA
1153,Sangmelima,CM,75.6,overcast clouds,2.9333,11.9833,gamestar hotel
1155,Abnub,EG,75.42,few clouds,27.2696,31.1511,Romany Adly Gad
1161,Tefe,BR,89.71,scattered clouds,-3.3542,-64.7114,Aracati Hotel
1164,Ugoofaaru,MV,81.12,overcast clouds,5.6667,73.0,Ungoofaaru Inn
1165,Ibiruba,BR,77.56,broken clouds,-28.6275,-53.0897,Hotel Pitangueira - O melhor serviço pelo menor preço.
1169,Daule,EC,78.8,broken clouds,-1.865,-79.9792,Hospedaje viajero
1171,Santo Augusto,BR,76.46,broken clouds,-27.8508,-53.7772,Hotel Marco Polo
1172,Eldorado,BR,86.54,clear sky,-23.7869,-54.2836,Villa Verde Hotel
1173,Mattru,SL,88.07,scattered clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
1175,Port Hedland,AU,82.45,clear sky,-20.3167,118.5667,The Esplanade Hotel
1177,Inongo,CD,77.74,light rain,-1.95,18.2667,Hotel Du Lac
1181,Kieta,PG,78.82,moderate rain,-6.2167,155.6333,Uruna Bay Retreat
1184,Bontang,ID,80.29,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
1187,Kariba,ZW,81.61,scattered clouds,-16.5167,28.8,Caribbea Bay Hotel
1188,Chopinzinho,BR,78.73,scattered clouds,-25.8558,-52.5233,Hotel Petisqueira
1195,Tual,ID,83.53,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
1196,Kununurra,AU,80.58,broken clouds,-15.7667,128.7333,Hotel Kununurra
1202,Inirida,CO,88.0,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
1205,Rivera,UY,75.78,overcast clouds,-30.9053,-55.5508,Hotel Casino & Resort Rivera
1220,Barranquilla,CO,83.98,scattered clouds,10.9639,-74.7964,Hotel Don Jorge
1228,Bima,ID,78.01,overcast clouds,-8.4667,118.7167,Lambitu Hotel
1229,Jati,PK,76.19,broken clouds,24.3539,68.2671,Cafe Lala Rehan Restaurant
1231,Champerico,GT,88.34,few clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
1236,Tumbes,PE,75.15,overcast clouds,-3.5667,-80.4414,Wyndham Costa del Sol Tumbes
1238,Cardenas,CU,75.96,scattered clouds,23.0375,-81.2047,Casa JF 1906
1243,Kuah,MY,80.58,few clouds,6.3265,99.8432,Azio Hotel
1244,Noumea,NC,75.18,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
1247,Rivadavia,AR,75.67,broken clouds,-33.1905,-68.4608,Posada Del Fin Del Mundo
1248,Pagudpud,PH,77.79,overcast clouds,18.5616,120.7868,Saud Beach Resort and Hotel - 2
1254,Gorontalo,ID,76.06,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
1261,Neuquen,AR,76.89,clear sky,-38.9516,-68.0591,Hotel del Comahue
1266,Bushehr,IR,75.29,clear sky,28.9684,50.8385,Yas Hotel
1270,Meiganga,CM,75.58,overcast clouds,6.5167,14.3,DFR HOUSE
1272,Galle,LK,77.18,overcast clouds,6.0367,80.217,Amangalla
1285,Makurdi,NG,89.26,broken clouds,7.7411,8.5121,Doo Palace Hotel
1287,Kilosa,TZ,80.89,overcast clouds,-6.8333,36.9833,New Bondeni Hotel
1292,Ejido,VE,79.56,broken clouds,8.5514,-71.2375,Bora Bora Nails & Spa C.A.
1295,Kathu,TH,78.62,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
1299,Mapiripan,CO,86.59,scattered clouds,2.8892,-72.1256,Monserrate
1301,Pijijiapan,MX,88.83,scattered clouds,15.7011,-93.23,Hotel Rosita
1302,Auki,SB,76.53,overcast clouds,-8.7676,160.7034,Auki Motel
1303,Kalabo,ZM,75.42,overcast clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
1310,Tautira,PF,78.82,scattered clouds,-17.7333,-149.15,Pension Oaoa
1311,Taganak,PH,80.74,broken clouds,6.0833,118.3,Taganak
1313,Palauig,PH,79.93,overcast clouds,15.435,119.9045,Alperi Botique Resort
1316,Sulangan,PH,82.44,overcast clouds,11.1373,123.7228,Maia's Beach Resort
1319,Kandrian,PG,76.95,broken clouds,-6.2167,149.55,Kandrian Station
1320,Miri,MY,77.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
1323,Manila,PH,80.6,few clouds,14.6042,120.9822,Ramada by Wyndham Manila Central
1325,Tanete,ID,76.66,overcast clouds,-3.9443,119.7848,Wisma Tri Multi
1327,Porto Walter,BR,86.76,broken clouds,-8.2686,-72.7439,Secretaria de saúde
1328,Luangwa,ZM,78.53,scattered clouds,-15.6167,30.4167,Gerasimos Safari Lodge
1330,Booue,GA,75.94,light rain,-0.0921,11.9385,Splendeur de l'équateur
1349,Banyo,CM,76.39,broken clouds,6.75,11.8167,Motel JOMBA
1357,Cepu,ID,75.47,light rain,-7.1475,111.5906,OYO 673 Hotel Cepu Indah 1
1372,Marataizes,BR,78.58,overcast clouds,-21.0433,-40.8244,Ed. Barra Shopping
1380,Nakhon Nayok,TH,76.98,overcast clouds,14.1667,101.1,ห้างหุ้นส่วนจำกัด เอสพีรีสอร์ท
1382,George Town,MY,80.55,thunderstorm,5.4112,100.3354,Cititel Penang
1388,Trairi,BR,88.32,scattered clouds,-3.2778,-39.2689,janelas do mar
1396,Ixtapa,MX,83.43,broken clouds,20.7,-105.2,Hotel Plaza Providencia
1403,Arlit,NE,86.25,scattered clouds,18.7369,7.3853,Case de Passage De la Prefecture
1405,Biltine,TD,82.74,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
1411,Cravo Norte,CO,88.41,broken clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
1415,Lodwar,KE,88.0,few clouds,3.1191,35.5973,Solmar Gracious Hotel
1417,Corrente,BR,88.38,broken clouds,-3.7367,-43.3394,Chapadinhense Hotel
1420,Pedro Carbo,EC,78.28,broken clouds,-1.8333,-80.2333,Centro turístico y hostería oasis pedro carbo
1425,Diplo,PK,75.45,scattered clouds,24.4667,69.584,Mukhi Ahmed Ali Residency
1427,Hun,LY,78.26,broken clouds,29.1268,15.9477,Alrwasi Hotel
1429,Ovalle,CL,78.35,clear sky,-30.5983,-71.2003,Hotel Altos de Tuqui
1432,Parnamirim,BR,88.14,broken clouds,-5.9156,-35.2628,Pousada Joaci
1433,Bria,CF,77.16,overcast clouds,6.5423,21.9863,WFP Guesthouse
1438,Cacoal,BR,87.57,overcast clouds,-11.4386,-61.4472,Hotel BR 364
1439,Bongor,TD,86.54,few clouds,10.2806,15.3722,Oryx Palace
1443,Gouyave,GD,84.97,scattered clouds,12.1646,-61.7296,Rumboat Retreat
1450,Totolapan,MX,76.55,broken clouds,18.5167,-96.1833,Tepaxtli
1454,Bacolod,PH,78.82,broken clouds,10.6667,122.95,Planta Hotel & Residences
1457,Peto,MX,84.69,few clouds,20.1333,-88.9167,Hotel D'Rodi&Eve
1458,Imbituba,BR,80.49,broken clouds,-28.24,-48.6703,Praia Hotel Imbituba
1459,Sao Gabriel Da Cachoeira,BR,87.6,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
1460,Eyl,SO,80.42,overcast clouds,7.9803,49.8164,Amiin Hotel
1464,Otacilio Costa,BR,75.09,scattered clouds,-27.4831,-50.1219,Hotel Daieli
1470,Maine-Soroa,NE,83.21,clear sky,13.2114,12.0241,Complexe
1476,La Romana,DO,86.36,few clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
