City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Pampa,US,35.5362,-100.9599,48.24,40,1,9.22,clear sky
343,Atambua,ID,-9.1061,124.8925,76.14,87,88,2.37,light rain
344,Isla Mujeres,MX,21.2311,-86.731,78.85,64,80,8.66,broken clouds
345,Gander,CA,48.9682,-54.5906,51.93,93,90,14.97,overcast clouds
346,Cotonou,BJ,6.3654,2.4183,84.56,71,35,12.26,scattered clouds
347,Lewiston,US,44.1003,-70.2148,33.15,59,20,14.97,few clouds
348,Sambava,MG,-14.2667,50.1667,78.39,79,52,4.83,broken clouds
349,Teknaf,BD,20.8624,92.3058,69.21,64,99,8.59,overcast clouds
350,Kasongo,CD,-4.45,26.6667,72.97,90,50,1.23,light rain
351,Buchanan,LR,5.8808,-10.0467,89.56,73,77,10.16,broken clouds
352,Berbera,SO,10.4396,45.0143,82.17,72,10,6.35,clear sky
353,Oktyabrskoye,RU,43.0645,44.7417,28.54,100,90,6.71,fog
354,Palatka,US,29.6486,-81.6376,60.85,27,85,3.8,overcast clouds
355,Urucara,BR,-2.5364,-57.76,93.4,46,97,4.21,overcast clouds
356,Palmer,US,42.1584,-72.3287,38.01,44,20,20.71,few clouds
357,Tecoanapa,MX,16.5167,-98.75,81.88,66,11,1.34,few clouds
358,Plainview,US,40.7765,-73.4673,40.68,42,20,18.41,few clouds
359,Ankang,CN,32.68,109.0172,48.29,62,30,3.42,scattered clouds
360,Mehran,IR,33.1222,46.1646,68.09,39,11,12.66,few clouds
361,Samarai,PG,-10.6167,150.6667,81.32,81,100,4.41,overcast clouds
362,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,19,0,12.66,clear sky
363,Saint-Joseph,RE,-21.3667,55.6167,77.36,84,86,2.91,light rain
364,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.9,63,52,13.04,broken clouds
365,Caravelas,BR,-17.7125,-39.2481,86.59,51,90,6.96,heavy intensity rain
366,Mantua,IT,45.1667,10.7833,51.04,78,86,6.67,light rain
367,Rocha,UY,-34.4833,-54.3333,79.52,49,18,13.44,few clouds
368,Nelson Bay,AU,-32.7167,152.15,60.85,81,100,15.19,overcast clouds
369,Illapel,CL,-31.6308,-71.1653,71.53,50,62,6.67,broken clouds
370,Preobrazheniye,RU,42.9019,133.9064,31.15,53,1,5.75,clear sky
371,Iranshahr,IR,27.2025,60.6848,70.63,21,0,1.63,clear sky
372,Aberdeen,GB,57.1437,-2.0981,34.29,80,13,16.11,few clouds
373,Haimen,CN,23.1935,116.6142,66.56,66,65,16.49,broken clouds
374,Akdepe,TM,42.0551,59.3788,32.0,33,92,9.8,overcast clouds
375,Bucerias,MX,20.75,-105.3333,79.77,53,70,2.24,broken clouds
376,Hokitika,NZ,-42.7167,170.9667,52.09,96,100,9.6,heavy intensity rain
377,Port Hardy,CA,50.6996,-127.4199,44.6,94,100,27.2,moderate rain
378,Kabare,CD,-2.4683,28.8242,63.28,91,75,1.83,light rain
379,Muisne,EC,0.6,-80.0333,75.58,82,100,6.98,overcast clouds
380,Juneau,US,58.3019,-134.4197,35.6,80,90,8.05,light rain
381,Lahad Datu,MY,5.0268,118.327,76.53,93,98,2.86,overcast clouds
382,Umm Lajj,SA,25.0213,37.2685,80.65,63,0,9.28,clear sky
383,Trincomalee,LK,8.5711,81.2335,80.6,82,99,5.21,overcast clouds
384,Zhigalovo,RU,54.8097,105.1578,0.41,99,59,2.62,broken clouds
385,Vaitape,PF,-16.5167,-151.75,80.98,73,19,15.61,few clouds
386,Lavrentiya,RU,65.5833,-171.0,-10.57,91,4,8.37,clear sky
387,Tiksi,RU,71.6872,128.8694,-9.49,99,90,6.8,overcast clouds
388,Dolores,AR,-36.3132,-57.6792,84.09,30,21,14.34,few clouds
389,Ilulissat,GL,69.2167,-51.1,24.82,74,75,18.41,broken clouds
390,Lake Charles,US,30.2131,-93.2044,53.62,70,90,0.0,overcast clouds
391,Lujan,AR,-34.5703,-59.105,78.71,24,6,10.8,clear sky
392,Sanary-Sur-Mer,FR,43.1178,5.8001,51.75,73,99,20.67,overcast clouds
393,Salalah,OM,17.0151,54.0924,80.69,74,0,2.3,clear sky
394,Tarakan,ID,3.3,117.6333,80.83,73,77,2.01,broken clouds
395,Meadow Lake,US,34.8014,-106.5436,45.37,27,0,7.96,clear sky
396,Nefteyugansk,RU,61.0998,72.6035,30.45,95,97,15.64,overcast clouds
397,Hasaki,JP,35.7333,140.8333,41.4,49,8,16.28,clear sky
398,Kikwit,CD,-5.041,18.8162,75.49,83,61,1.3,light rain
399,Esperance,AU,-33.8667,121.9,61.65,66,0,15.46,clear sky
400,Karratha,AU,-20.7377,116.8463,85.6,33,0,8.5,clear sky
401,Aksarka,RU,66.5606,67.7975,2.93,97,100,7.11,overcast clouds
402,Koundara,GN,12.4833,-13.3,101.16,15,50,2.95,scattered clouds
403,Troitskiy,RU,57.0603,63.7481,28.63,82,100,13.6,overcast clouds
404,Oudtshoorn,ZA,-33.5907,22.2014,66.56,35,79,14.05,broken clouds
405,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,93.9,41,43,8.21,scattered clouds
406,Bowen,AU,-20.0167,148.2333,79.25,78,14,3.96,few clouds
407,Maraa,BR,-1.8333,-65.3667,74.21,97,100,3.13,overcast clouds
408,Avera,US,33.194,-82.5271,51.31,33,1,3.85,clear sky
409,Kilrush,IE,52.6397,-9.4833,41.09,66,98,18.77,overcast clouds
410,Nong Ki,TH,14.6868,102.538,67.78,79,96,9.91,overcast clouds
411,Amga,RU,60.8953,131.9608,9.03,90,100,8.97,overcast clouds
412,Houma,US,29.5958,-90.7195,55.4,45,100,4.81,overcast clouds
413,Bonthe,SL,7.5264,-12.505,85.68,65,40,10.94,light rain
414,Penzance,GB,50.1186,-5.5371,43.81,68,95,39.15,light rain
415,Talnakh,RU,69.4865,88.3972,-0.15,97,100,10.27,light snow
416,Yerbogachen,RU,61.2767,108.0108,-1.82,95,89,8.37,overcast clouds
417,Vung Tau,VN,10.346,107.0843,76.35,86,100,8.57,overcast clouds
418,Vyazemskiy,RU,47.5378,134.7525,8.8,94,7,4.25,clear sky
419,Emba,KZ,48.8264,58.1442,20.43,81,99,6.82,overcast clouds
420,Coihaique,CL,-45.5752,-72.0662,59.61,41,20,4.61,few clouds
421,Miles City,US,46.4083,-105.8406,36.57,69,1,3.44,clear sky
422,Maceio,BR,-9.6658,-35.7353,94.44,49,40,17.27,scattered clouds
423,Hanzhong,CN,33.0728,107.0303,51.66,66,89,1.43,overcast clouds
424,Cangucu,BR,-31.395,-52.6756,74.41,66,79,9.42,broken clouds
425,Tazmalt,DZ,36.3868,4.3989,52.83,68,89,14.7,overcast clouds
426,Kimbe,PG,-5.5502,150.1429,76.08,92,90,3.27,overcast clouds
427,Salinopolis,BR,-0.6136,-47.3561,86.02,64,30,11.54,scattered clouds
428,Zalantun,CN,48.0,122.7167,11.82,95,28,3.94,scattered clouds
429,Muswellbrook,AU,-32.2667,150.9,55.99,95,100,5.73,overcast clouds
430,Necochea,AR,-38.5473,-58.7368,67.39,64,88,17.56,overcast clouds
431,Yamada,JP,39.4667,141.95,38.53,75,8,6.8,clear sky
432,Taltal,CL,-25.4,-70.4833,68.04,62,0,8.14,clear sky
433,Olga,RU,43.7444,135.2892,25.66,70,0,5.55,clear sky
434,Abalak,RU,58.1286,68.5944,28.99,89,100,11.99,overcast clouds
435,Lorengau,PG,-2.0226,147.2712,80.44,77,58,1.63,broken clouds
436,Khandyga,RU,62.6667,135.6,2.79,98,100,2.93,light snow
437,Araci,BR,-11.3333,-38.9667,91.74,41,49,5.53,scattered clouds
438,Nizhniy Kuranakh,RU,58.8353,125.4869,6.69,87,100,10.22,overcast clouds
439,Moose Factory,CA,51.2585,-80.6094,14.0,73,1,10.36,clear sky
440,Gemena,CD,3.25,19.7667,82.78,54,90,2.19,overcast clouds
441,Balagansk,RU,54.0103,103.0544,1.96,99,61,4.07,broken clouds
442,College,US,64.8569,-147.8028,-13.05,73,75,0.0,light snow
443,San Cristobal,VE,7.7669,-72.225,73.58,46,78,4.79,broken clouds
444,Cuiluan,CN,47.72,128.648,9.81,93,62,2.64,broken clouds
445,Naze,JP,28.3667,129.4833,62.26,59,6,18.97,clear sky
446,Turukhansk,RU,65.8167,87.9833,3.38,93,100,12.39,overcast clouds
447,Panzhihua,CN,26.5851,101.7128,52.36,75,3,1.88,clear sky
448,Ostrovnoy,RU,68.0531,39.5131,13.1,88,99,7.85,overcast clouds
449,Kailua,US,21.4022,-157.7394,73.38,78,90,10.36,overcast clouds
450,Mumford,GH,5.2618,-0.759,82.98,71,82,11.03,broken clouds
451,Itaguai,BR,-22.8522,-43.7753,91.08,51,75,8.05,moderate rain
452,Angoram,PG,-4.0625,144.0661,74.26,99,99,0.89,overcast clouds
453,Zhigansk,RU,66.7697,123.3711,-1.86,96,100,4.21,overcast clouds
454,Soddy-Daisy,US,35.2359,-85.1908,43.18,33,0,3.6,clear sky
455,San Clemente,US,33.427,-117.612,61.14,32,5,3.44,clear sky
456,Sola,VU,-13.8833,167.55,80.08,76,37,2.35,scattered clouds
457,Yatou,CN,37.15,122.3833,41.95,69,2,4.38,clear sky
458,Bam,IR,29.106,58.357,62.37,33,4,1.28,clear sky
459,Suntar,RU,62.1444,117.6319,-0.24,88,92,9.19,overcast clouds
460,San Vicente,AR,-26.6167,-54.1333,85.91,32,11,4.5,few clouds
461,Macau,MO,22.2006,113.5461,69.6,78,0,4.61,clear sky
462,Askarovo,RU,53.3372,58.5089,22.15,63,22,11.18,few clouds
463,San Felipe,VE,10.3399,-68.7425,85.57,61,84,5.26,broken clouds
464,Esil,KZ,51.9556,66.4042,13.75,94,10,9.84,clear sky
465,Muzhi,RU,65.3667,64.6667,0.01,96,99,5.21,overcast clouds
466,Kyaikto,MM,17.3,97.0167,76.23,86,14,6.64,few clouds
467,Saryg-Sep,RU,51.5,95.6,-8.23,99,71,3.42,broken clouds
468,Alexandria,EG,31.2156,29.9553,73.47,50,42,5.03,scattered clouds
469,Grindavik,IS,63.8424,-22.4338,36.07,100,75,5.75,broken clouds
470,Ghatanji,IN,20.1333,78.3167,69.71,41,43,4.59,scattered clouds
471,San Luis,AR,-33.295,-66.3356,73.44,42,66,15.01,broken clouds
472,Fukue,JP,32.6881,128.8419,55.54,58,3,17.67,clear sky
473,Saint-Augustin,CA,51.226,-58.6502,43.63,93,100,11.12,overcast clouds
474,Kavieng,PG,-2.5744,150.7967,82.26,72,74,2.33,broken clouds
475,Bilma,NE,18.6853,12.9164,86.4,12,2,10.0,clear sky
476,Rovaniemi,FI,66.5,25.7167,2.61,85,75,5.75,light snow
477,Praia,CV,14.9215,-23.5087,82.94,61,40,27.63,scattered clouds
478,Menongue,AO,-14.6585,17.691,77.49,44,97,4.32,overcast clouds
479,Nyurba,RU,63.2842,118.3319,0.39,89,99,10.8,overcast clouds
480,Linxia,CN,35.6003,103.2064,35.92,51,0,0.67,clear sky
481,Pontecorvo,IT,41.4616,13.6667,52.65,80,43,1.97,scattered clouds
482,Usinsk,RU,65.9939,57.5281,4.66,87,100,6.87,overcast clouds
483,Helong,CN,42.5397,128.9972,24.15,60,4,4.83,clear sky
484,Havoysund,NO,70.9963,24.6622,23.88,72,64,15.26,light snow
485,Hofn,IS,64.2539,-15.2082,35.31,44,100,6.35,overcast clouds
486,Magaria,NE,12.9983,8.9099,91.15,10,34,8.88,scattered clouds
487,Peniche,PT,39.3558,-9.3811,56.68,59,69,30.69,broken clouds
488,Falan,CO,5.1156,-74.9489,79.75,64,78,4.34,broken clouds
489,Katherine,AU,-14.4667,132.2667,82.72,69,75,2.3,broken clouds
490,Caucasia,CO,7.9865,-75.1935,83.93,69,54,2.95,broken clouds
491,Pangnirtung,CA,66.1451,-65.7125,23.0,50,75,5.75,broken clouds
492,Gamba,GA,-2.65,10.0,79.95,79,59,12.44,broken clouds
493,Sarh,TD,9.1429,18.3923,91.31,38,0,0.0,clear sky
494,Passos,BR,-20.7189,-46.6097,82.44,56,38,13.42,scattered clouds
495,Carballo,ES,43.213,-8.691,49.42,72,64,13.67,broken clouds
496,Rio Cuarto,AR,-33.1307,-64.3499,83.97,34,40,21.85,scattered clouds
497,Sorland,NO,67.667,12.6934,23.07,61,68,8.61,broken clouds
498,San Jeronimo,PE,-11.9472,-75.2829,57.45,61,99,1.9,overcast clouds
499,San Pedro,PH,14.35,121.0167,79.83,83,20,2.3,few clouds
500,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,82,40,24.16,scattered clouds
501,Ilhabela,BR,-23.7781,-45.3581,81.1,66,1,7.38,clear sky
502,Dutse,NG,11.7594,9.3392,90.16,14,14,6.69,few clouds
503,Mayskiy,RU,47.6931,40.1025,40.41,78,100,12.44,overcast clouds
504,Fort Abbas,PK,29.1925,72.8536,71.73,20,0,8.99,clear sky
505,Rey Bouba,CM,8.6724,14.1786,95.07,13,62,3.13,broken clouds
506,Chekhov,RU,55.1431,37.4711,34.03,97,100,14.79,light rain
507,Hay River,CA,60.8156,-115.7999,-7.64,77,40,3.44,scattered clouds
508,Vogar,IS,63.9832,-22.3874,36.16,100,75,5.75,broken clouds
509,Daru,PG,-9.0763,143.2092,79.93,84,100,5.53,overcast clouds
510,Banda Aceh,ID,5.5577,95.3222,78.98,83,100,6.76,light rain
511,Havre-Saint-Pierre,CA,50.2334,-63.5986,43.39,93,90,12.66,overcast clouds
512,Ouidah,BJ,6.3631,2.0851,84.02,72,33,12.15,scattered clouds
513,Kutum,SD,14.2,24.6667,74.41,10,0,8.34,clear sky
514,Cabedelo,BR,-6.9811,-34.8339,88.47,62,70,12.21,broken clouds
515,Katol,IN,21.2667,78.5833,64.96,37,32,3.74,scattered clouds
516,Kuryk,KZ,43.2,51.65,46.65,41,21,15.1,few clouds
517,Kaseda,JP,31.4167,130.3167,52.56,69,0,8.34,clear sky
518,Darhan,MN,49.4867,105.9228,13.01,85,100,5.57,overcast clouds
519,Ambon,ID,-3.6954,128.1814,81.27,78,100,4.94,overcast clouds
520,Sumbe,AO,-11.2061,13.8437,78.69,73,92,5.91,light rain
521,Guiratinga,BR,-16.3494,-53.7583,86.38,56,89,6.89,overcast clouds
522,Homer,US,59.6425,-151.5483,15.67,67,90,11.5,overcast clouds
523,Nagornyy,RU,52.7959,83.5498,20.55,70,99,23.15,overcast clouds
524,Korla,CN,41.7597,86.1469,30.52,82,100,8.99,overcast clouds
525,Jacqueville,CI,5.2052,-4.4146,85.91,71,17,8.25,few clouds
526,Mayo,US,38.8876,-76.5119,41.04,48,1,12.66,clear sky
527,Harper,LR,4.375,-7.7169,83.37,70,27,8.68,scattered clouds
528,Westport,US,41.1415,-73.3579,42.73,48,20,23.02,few clouds
529,Ossora,RU,59.2353,163.0719,8.98,92,100,6.6,light snow
530,Igarka,RU,67.4667,86.5833,-0.92,96,100,12.5,overcast clouds
531,Paragominas,BR,-2.9667,-47.4833,91.38,44,50,4.94,scattered clouds
532,Nemuro,JP,43.3236,145.575,38.52,65,61,21.74,broken clouds
533,Gambela,ET,8.25,34.5833,82.33,51,30,1.9,scattered clouds
534,Shubarkuduk,KZ,49.1447,56.4872,20.55,85,92,9.46,overcast clouds
535,Ambanja,MG,-13.6833,48.45,77.68,88,54,4.61,moderate rain
536,Rizhao,CN,35.4275,119.4553,48.76,74,66,7.49,broken clouds
537,Mullovka,RU,54.2,49.4,31.82,87,71,11.9,broken clouds
538,Vanavara,RU,60.34,102.2797,4.32,95,100,8.23,overcast clouds
539,Pierre,US,44.3683,-100.351,45.52,53,1,19.57,clear sky
540,Matara,LK,5.9485,80.5353,76.95,91,100,5.77,overcast clouds
541,Malanje,AO,-9.5402,16.341,70.11,87,100,1.7,light rain
542,Smithers,CA,54.7804,-127.1743,26.92,93,90,6.91,snow
543,Vanimo,PG,-2.6741,141.3028,77.83,89,100,4.23,overcast clouds
544,Lazaro Cardenas,MX,17.9583,-102.2,80.83,66,8,2.77,clear sky
545,Rosarito,MX,32.3333,-117.0333,63.52,39,0,1.28,clear sky
546,Beringovskiy,RU,63.05,179.3167,3.78,95,100,10.31,overcast clouds
547,Batagay-Alyta,RU,67.8006,130.4114,-1.32,99,100,0.43,light snow
548,Guliston,UZ,40.4897,68.7842,42.06,51,11,4.45,few clouds
549,Rio Grande,BR,-32.035,-52.0986,78.91,75,44,12.93,scattered clouds
550,Mhlume,SZ,-26.0333,31.85,71.47,61,75,8.66,broken clouds
551,Muros,ES,42.7762,-9.0603,50.5,55,27,20.04,scattered clouds
552,Roquetas De Mar,ES,36.7642,-2.6148,62.6,47,1,12.8,clear sky
553,Maarianhamina,AX,60.0973,19.9348,24.66,80,0,6.91,clear sky
554,Virginia Beach,US,36.8529,-75.978,42.85,39,20,11.5,few clouds
555,Talcahuano,CL,-36.7167,-73.1167,64.08,52,75,11.5,broken clouds
556,Isoka,ZM,-10.1606,32.6335,64.0,92,89,3.67,overcast clouds
557,Port Pirie,AU,-33.1833,138.0167,60.89,55,92,6.51,overcast clouds
558,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,76,99,13.02,overcast clouds
559,Van,TR,38.4924,43.3831,38.55,81,75,3.44,broken clouds
560,Tongliao,CN,43.6125,122.2653,29.39,90,3,11.25,clear sky
561,Moron,AR,-34.6534,-58.6198,78.69,31,7,9.24,clear sky
562,Asyut,EG,27.181,31.1837,75.0,19,4,6.93,clear sky
563,Mansa,IN,29.9833,75.3833,65.17,29,0,6.02,clear sky
564,Poum,NC,-20.2333,164.0167,79.05,77,2,14.41,clear sky
565,Alipur,PK,29.3846,70.9116,69.24,21,0,7.45,clear sky
566,San Policarpo,PH,12.1791,125.5072,81.54,84,80,11.61,broken clouds
567,Brigantine,US,39.4101,-74.3646,39.49,45,1,24.16,clear sky
568,Jurado,CO,7.1053,-77.7641,78.87,88,97,7.43,light rain
569,Novovasylivka,UA,46.8315,35.7536,49.71,92,63,8.88,broken clouds
570,Vallenar,CL,-28.5708,-70.7581,79.14,22,0,6.44,clear sky
571,Margherita,IN,27.2833,95.6833,61.09,73,3,2.62,clear sky
572,Pasni,PK,25.2631,63.471,78.6,41,2,12.19,clear sky
573,North Platte,US,41.1239,-100.7654,48.09,46,1,8.05,clear sky
574,Colac,AU,-38.3333,143.5833,49.62,88,5,8.21,clear sky
575,Sinjar,IQ,36.3209,41.8754,60.21,47,95,3.87,overcast clouds
576,Coquimbo,CL,-29.9533,-71.3436,64.13,72,75,11.5,broken clouds
577,Santa Cruz,BO,-17.8,-63.1667,86.05,62,75,19.57,broken clouds
578,Ilebo,CD,-4.3167,20.5833,81.93,62,58,2.19,broken clouds
579,Mombetsu,JP,44.3525,143.3525,34.7,75,97,16.53,overcast clouds
580,Manzhouli,CN,49.6,117.4333,8.4,95,51,4.81,broken clouds
581,Ipixuna,BR,-1.7625,-48.8043,89.55,54,30,5.75,scattered clouds
582,Weihe,CN,32.9952,105.3247,41.86,98,100,2.91,overcast clouds
583,Nampula,MZ,-15.1165,39.2666,78.75,50,20,16.11,few clouds
584,Abu Kamal,SY,34.4506,40.9171,65.16,46,100,4.27,overcast clouds
585,Santa Maria,BR,-29.6842,-53.8069,78.96,61,85,6.02,overcast clouds
586,Suixi,CN,33.8907,116.7747,48.87,68,100,9.84,overcast clouds
587,Moerai,PF,-22.4333,-151.3333,77.29,81,63,13.8,broken clouds
588,Jacareacanga,BR,-6.2222,-57.7528,82.42,87,97,0.92,overcast clouds
589,Inhambane,MZ,-23.865,35.3833,73.38,60,40,8.05,scattered clouds
590,Fort Nelson,CA,58.8053,-122.7002,4.59,85,75,4.61,broken clouds
591,Bathsheba,BB,13.2167,-59.5167,86.61,70,40,10.36,scattered clouds
592,Pavlovo,RU,55.9686,43.0912,33.15,91,100,17.43,overcast clouds
593,Jega,NG,12.2175,4.3792,96.15,9,54,10.78,broken clouds
594,Onega,RU,63.9061,38.1404,9.72,97,66,3.13,broken clouds
595,Lasa,IT,46.6166,10.7002,40.08,98,85,3.42,overcast clouds
596,Venkatagiri,IN,13.9667,79.5833,74.82,97,100,5.88,light rain
597,Shahreza,IR,32.0339,51.8794,53.19,51,3,2.42,clear sky
598,Sioux Lookout,CA,50.1001,-91.917,23.38,86,90,9.22,light snow
599,Sassandra,CI,4.95,-6.0833,83.61,67,27,8.23,scattered clouds
600,Madison,US,34.7334,-86.5667,47.28,44,1,5.75,clear sky
601,Oksfjord,NO,70.2396,22.3479,23.92,74,59,9.64,broken clouds
602,Nagato,JP,34.3833,131.2,51.71,61,2,6.38,clear sky
603,Ekhabi,RU,53.5102,142.9671,20.07,91,29,9.57,scattered clouds
604,Chardara,KZ,41.2547,67.9692,41.52,44,9,6.2,clear sky
605,Sao Felix Do Xingu,BR,-6.6447,-51.995,81.81,82,69,3.09,broken clouds
606,Rincon,US,32.296,-81.2354,55.58,40,20,3.44,few clouds
607,Kamenka,RU,51.3223,42.7678,33.42,79,100,21.63,overcast clouds
608,Yicheng,CN,31.3705,119.8703,53.73,78,1,12.15,clear sky
609,Bull Savanna,JM,17.8868,-77.5902,79.9,57,100,2.35,overcast clouds
610,Sinnamary,GF,5.3833,-52.95,85.14,69,57,10.76,broken clouds
611,Barreirinha,BR,-2.7933,-57.07,92.26,49,100,5.12,moderate rain
612,Panguna,PG,-6.3164,155.4848,69.66,95,100,1.74,light rain
613,Lagunas,PE,-5.2269,-75.6753,92.66,46,9,4.21,clear sky
614,Werder,DE,52.3787,12.934,37.92,88,100,5.57,light rain
615,Dolinsk,RU,47.35,142.8,28.26,89,13,5.3,few clouds
616,Cangzhou,CN,38.3167,116.8667,45.28,61,100,6.53,overcast clouds
617,Eureka,US,40.8021,-124.1637,48.81,88,82,4.14,broken clouds
618,Dingle,PH,10.9995,122.6711,76.24,94,64,7.27,broken clouds
619,Komsomolskiy,UZ,40.4272,71.7189,38.12,75,7,2.3,mist
620,Lamu,KE,-2.2717,40.902,82.62,80,100,10.51,light rain
621,Trat,TH,12.5,102.5,73.96,76,100,7.9,overcast clouds
622,Kem,RU,64.9555,34.5793,12.38,91,88,6.62,overcast clouds
623,Road Town,VG,18.4167,-64.6167,86.09,70,40,5.75,scattered clouds
624,Newport,GB,51.5877,-2.9984,41.04,66,11,26.02,few clouds
625,Olafsvik,IS,64.8945,-23.7142,39.52,93,100,5.84,overcast clouds
626,Abha,SA,18.2164,42.5053,64.22,77,0,4.61,clear sky
627,Sale,MA,34.0389,-6.8166,62.62,59,40,4.61,scattered clouds
628,Fare,PF,-16.7,-151.0167,81.01,73,13,18.07,light rain
629,Constitucion,CL,-35.3333,-72.4167,63.45,58,0,16.67,clear sky
630,Maragogi,BR,-9.0122,-35.2225,84.56,64,61,14.0,broken clouds
631,Leeuwarden,NL,53.2014,5.8086,42.82,93,75,6.91,broken clouds
632,Keti Bandar,PK,24.1447,67.4497,76.8,69,78,7.0,broken clouds
633,Joshimath,IN,30.5667,79.5667,46.49,41,0,5.64,clear sky
634,Tahta,EG,26.7693,31.5021,75.9,17,13,5.95,few clouds
635,Mega,ET,4.05,38.3,62.67,77,100,10.09,overcast clouds
636,Avon,US,41.4517,-82.0354,33.46,69,90,10.36,overcast clouds
637,Jumla,NP,29.2747,82.1838,38.08,67,0,4.23,clear sky
638,Ampanihy,MG,-24.7,44.75,64.56,54,23,15.99,few clouds
639,Hongjiang,CN,27.11,109.9956,52.77,74,57,2.59,broken clouds
640,Lishu,CN,43.3047,124.3278,33.04,69,6,15.23,clear sky
641,Seymchan,RU,62.8833,152.4333,-42.21,100,84,0.2,broken clouds
642,Jutai,BR,-5.1833,-68.9,85.41,75,87,2.59,overcast clouds
643,Leninskoye,KZ,41.7589,69.3864,37.33,40,7,3.13,clear sky
644,Husavik,IS,66.0449,-17.3389,35.51,95,99,5.26,overcast clouds
645,Boguchany,RU,58.3814,97.4531,11.14,94,99,8.28,overcast clouds
646,South Lake Tahoe,US,38.9332,-119.9844,27.25,54,10,2.73,clear sky
647,Yantal,RU,56.8471,105.2542,6.91,96,96,4.88,overcast clouds
648,Nago,JP,26.5881,127.9761,71.67,56,75,20.56,broken clouds
649,Kupang,ID,-10.1667,123.5833,80.31,83,89,5.55,overcast clouds
650,Okakarara,NA,-20.5833,17.4333,89.94,20,88,8.59,overcast clouds
651,Evanton,GB,57.6638,-4.34,37.11,87,72,5.44,light snow
652,Teahupoo,PF,-17.8333,-149.2667,71.56,76,40,18.39,scattered clouds
653,Richards Bay,ZA,-28.783,32.0377,70.11,67,91,16.69,overcast clouds
654,Maloy,NO,61.9353,5.1136,29.93,59,10,10.6,clear sky
655,Osmena,PH,10.5208,119.9258,82.67,84,99,17.25,overcast clouds
656,Lincoln,US,40.8,-96.667,57.11,38,20,13.8,few clouds
657,Lufilufi,WS,-13.8745,-171.5986,81.1,81,91,15.5,light rain
658,Sungaipenuh,ID,-2.0833,101.3833,65.91,86,100,0.65,overcast clouds
659,Tahe,CN,52.3333,124.7333,10.89,95,100,2.26,overcast clouds
660,Hobyo,SO,5.3505,48.5268,80.94,77,25,11.14,scattered clouds
661,Grand Gaube,MU,-20.0064,57.6608,79.2,71,7,8.19,clear sky
662,Corner Brook,CA,48.9667,-57.9484,55.56,88,100,13.31,overcast clouds
663,Ameca,MX,20.55,-104.0333,69.57,58,94,3.44,overcast clouds
664,Rabat,MA,33.9911,-6.8401,62.01,59,40,4.61,scattered clouds
665,Bratsk,RU,56.1325,101.6142,10.89,85,93,8.03,overcast clouds
666,Dutlwe,BW,-23.9833,23.9,88.47,26,38,17.83,scattered clouds
667,Warangal,IN,18.0,79.5833,70.29,67,100,1.52,overcast clouds
668,Hima,UG,0.2958,30.1804,69.39,84,98,2.53,overcast clouds
669,Kalmunai,LK,7.4167,81.8167,79.74,83,100,2.51,moderate rain
670,Am Timan,TD,11.0297,20.2827,86.5,13,0,5.57,clear sky
671,Marsh Harbour,BS,26.5412,-77.0636,73.44,70,13,12.17,few clouds
672,Poronaysk,RU,49.2167,143.1167,25.65,77,5,4.0,clear sky
673,Qandala,SO,11.472,49.8728,80.08,68,41,3.87,scattered clouds
674,Laguna,US,38.421,-121.4238,59.5,97,1,0.0,mist
675,Timizart,DZ,36.8,4.2667,52.38,73,49,14.25,scattered clouds
676,Tabat,ID,-2.635,115.2274,74.5,99,100,0.31,moderate rain
677,Sterling,US,39.0062,-77.4286,42.94,48,20,14.97,few clouds
678,Mana,GF,5.6592,-53.7767,85.69,67,62,10.85,broken clouds
679,Sept-Iles,CA,50.2001,-66.3821,37.92,100,90,3.44,mist
680,Kenai,US,60.5544,-151.2583,3.29,92,90,0.0,mist
681,Knin,HR,44.0439,16.2,58.19,90,90,9.28,overcast clouds
682,Nizwa,OM,22.9333,57.5333,76.66,22,22,2.15,few clouds
683,Zhaodong,CN,46.0833,125.9833,23.02,87,7,11.45,clear sky
684,Tairua,NZ,-37.0167,175.85,57.88,89,59,4.83,broken clouds
685,Moba,CN,33.2288,105.0179,37.62,92,100,4.59,overcast clouds
686,Odweyne,SO,9.4092,45.064,72.7,63,98,17.74,overcast clouds
687,Tromso,NO,69.6496,18.957,19.42,68,0,11.5,clear sky
688,Muroto,JP,33.2833,134.15,50.36,53,1,12.06,clear sky
689,Senneterre,CA,48.3835,-77.2328,10.62,81,100,11.41,overcast clouds
690,Hare Bay,CA,48.8499,-54.0148,52.95,84,100,10.8,overcast clouds
691,Havelock,US,34.8791,-76.9013,46.38,39,1,10.36,clear sky
692,Silver City,US,32.7701,-108.2803,48.16,46,1,12.66,clear sky
693,Kloulklubed,PW,7.0419,134.2556,77.5,77,44,15.43,scattered clouds
694,Tabou,CI,4.423,-7.3528,83.37,69,28,8.25,scattered clouds
695,Coolum Beach,AU,-26.5333,153.1,71.89,89,83,16.08,broken clouds
